Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GLE","Emissions from Livestock","050","Bangladesh","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","10.8014","E","Estimated value",""
"GLE","Emissions from Livestock","052","Barbados","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.2292","E","Estimated value",""
"GLE","Emissions from Livestock","052","Barbados","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0702","E","Estimated value",""
"GLE","Emissions from Livestock","112","Belarus","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","163.372","E","Estimated value",""
"GLE","Emissions from Livestock","112","Belarus","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.7314","E","Estimated value",""
"GLE","Emissions from Livestock","056","Belgium","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","74.2357","E","Estimated value",""
"GLE","Emissions from Livestock","056","Belgium","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.9828","E","Estimated value",""
"GLE","Emissions from Livestock","084","Belize","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.4474","E","Estimated value",""
"GLE","Emissions from Livestock","084","Belize","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0785","E","Estimated value",""
"GLE","Emissions from Livestock","204","Benin","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","29.2987","E","Estimated value",""
"GLE","Emissions from Livestock","204","Benin","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","5.1688","E","Estimated value",""
"GLE","Emissions from Livestock","064","Bhutan","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","5.985","E","Estimated value",""
"GLE","Emissions from Livestock","064","Bhutan","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.055","E","Estimated value",""
"GLE","Emissions from Livestock","068","Bolivia (Plurinational State of)","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","16.133","E","Estimated value",""
"GLE","Emissions from Livestock","068","Bolivia (Plurinational State of)","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","39.2057","E","Estimated value",""
"GLE","Emissions from Livestock","070","Bosnia and Herzegovina","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","28.6518","E","Estimated value",""
"GLE","Emissions from Livestock","070","Bosnia and Herzegovina","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","8.3082","E","Estimated value",""
"GLE","Emissions from Livestock","072","Botswana","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","9.041","E","Estimated value",""
"GLE","Emissions from Livestock","072","Botswana","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","1.2273","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","1180.2366","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","106.2378","E","Estimated value",""
"GLE","Emissions from Livestock","096","Brunei Darussalam","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.0105","E","Estimated value",""
"GLE","Emissions from Livestock","096","Brunei Darussalam","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0228","E","Estimated value",""
"GLE","Emissions from Livestock","100","Bulgaria","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","26.7141","E","Estimated value",""
"GLE","Emissions from Livestock","100","Bulgaria","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","10.7106","E","Estimated value",""
"GLE","Emissions from Livestock","854","Burkina Faso","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","78.02","E","Estimated value",""
"GLE","Emissions from Livestock","854","Burkina Faso","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","57.6056","E","Estimated value",""
"GLE","Emissions from Livestock","108","Burundi","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","6.3503","E","Estimated value",""
"GLE","Emissions from Livestock","108","Burundi","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","3.6997","E","Estimated value",""
"GLE","Emissions from Livestock","132","Cabo Verde","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.3204","E","Estimated value",""
"GLE","Emissions from Livestock","132","Cabo Verde","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0967","E","Estimated value",""
"GLE","Emissions from Livestock","116","Cambodia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","11.7712","E","Estimated value",""
"GLE","Emissions from Livestock","120","Cameroon","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","14.4377","E","Estimated value",""
"GLE","Emissions from Livestock","120","Cameroon","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","18.7965","E","Estimated value",""
"GLE","Emissions from Livestock","124","Canada","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","172.6032","E","Estimated value",""
"GLE","Emissions from Livestock","124","Canada","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","6.5332","E","Estimated value",""
"GLE","Emissions from Livestock","140","Central African Republic","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","15.3643","E","Estimated value",""
"GLE","Emissions from Livestock","140","Central African Republic","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","2.1995","E","Estimated value",""
"GLE","Emissions from Livestock","148","Chad","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","55.3173","E","Estimated value",""
"GLE","Emissions from Livestock","148","Chad","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","201.2675","E","Estimated value",""
"GLE","Emissions from Livestock","152","Chile","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","42.8349","E","Estimated value",""
"GLE","Emissions from Livestock","152","Chile","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","9.3351","E","Estimated value",""
"GLE","Emissions from Livestock","159","China","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","938.3508","E","Estimated value",""
"GLE","Emissions from Livestock","159","China","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","882.787","E","Estimated value",""
"GLE","Emissions from Livestock","344","China, Hong Kong SAR","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.0018","E","Estimated value",""
"GLE","Emissions from Livestock","344","China, Hong Kong SAR","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0001","E","Estimated value",""
"GLE","Emissions from Livestock","156","China, mainland","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","932.7495","E","Estimated value",""
"GLE","Emissions from Livestock","156","China, mainland","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","882.786","E","Estimated value",""
"GLE","Emissions from Livestock","158","China, Taiwan Province of","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","5.5995","E","Estimated value",""
"GLE","Emissions from Livestock","158","China, Taiwan Province of","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0008","E","Estimated value",""
"GLE","Emissions from Livestock","170","Colombia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","255.266","E","Estimated value",""
"GLE","Emissions from Livestock","170","Colombia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","9.1654","E","Estimated value",""
"GLE","Emissions from Livestock","174","Comoros","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.4563","E","Estimated value",""
"GLE","Emissions from Livestock","174","Comoros","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.13","E","Estimated value",""
"GLE","Emissions from Livestock","178","Congo","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.1396","E","Estimated value",""
"GLE","Emissions from Livestock","178","Congo","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.6427","E","Estimated value",""
"GLE","Emissions from Livestock","184","Cook Islands","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.0026","E","Estimated value",""
"GLE","Emissions from Livestock","188","Costa Rica","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","61.1983","E","Estimated value",""
"GLE","Emissions from Livestock","188","Costa Rica","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0146","E","Estimated value",""
"GLE","Emissions from Livestock","384","Côte d'Ivoire","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","14.9836","E","Estimated value",""
"GLE","Emissions from Livestock","384","Côte d'Ivoire","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","11.7674","E","Estimated value",""
"GLE","Emissions from Livestock","191","Croatia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","15.3505","E","Estimated value",""
"GLE","Emissions from Livestock","191","Croatia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","5.4218","E","Estimated value",""
"GLE","Emissions from Livestock","192","Cuba","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","22.7686","E","Estimated value",""
"GLE","Emissions from Livestock","192","Cuba","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","7.5182","E","Estimated value",""
"GLE","Emissions from Livestock","196","Cyprus","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","1.8955","E","Estimated value",""
"GLE","Emissions from Livestock","196","Cyprus","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","1.6806","E","Estimated value",""
"GLE","Emissions from Livestock","203","Czechia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","39.2711","E","Estimated value",""
"GLE","Emissions from Livestock","203","Czechia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","1.6676","E","Estimated value",""
"GLE","Emissions from Livestock","408","Democratic People's Republic of Korea","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","2.7983","E","Estimated value",""
"GLE","Emissions from Livestock","408","Democratic People's Republic of Korea","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.8721","E","Estimated value",""
"GLE","Emissions from Livestock","180","Democratic Republic of the Congo","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.4405","E","Estimated value",""
"GLE","Emissions from Livestock","180","Democratic Republic of the Congo","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","4.7088","E","Estimated value",""
"GLE","Emissions from Livestock","208","Denmark","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","77.97","E","Estimated value",""
"GLE","Emissions from Livestock","208","Denmark","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","1.1302","E","Estimated value",""
"GLE","Emissions from Livestock","262","Djibouti","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","1.1971","E","Estimated value",""
"GLE","Emissions from Livestock","262","Djibouti","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","2.4419","E","Estimated value",""
"GLE","Emissions from Livestock","212","Dominica","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.5538","E","Estimated value",""
"GLE","Emissions from Livestock","212","Dominica","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0428","E","Estimated value",""
"GLE","Emissions from Livestock","214","Dominican Republic","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","40.88","E","Estimated value",""
"GLE","Emissions from Livestock","214","Dominican Republic","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","1.3364","E","Estimated value",""
"GLE","Emissions from Livestock","218","Ecuador","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","70.264","E","Estimated value",""
"GLE","Emissions from Livestock","218","Ecuador","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","2.5572","E","Estimated value",""
"GLE","Emissions from Livestock","818","Egypt","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","81.1929","E","Estimated value",""
"GLE","Emissions from Livestock","818","Egypt","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","9.9704","E","Estimated value",""
"GLE","Emissions from Livestock","222","El Salvador","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","26.0883","E","Estimated value",""
"GLE","Emissions from Livestock","222","El Salvador","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0283","E","Estimated value",""
"GLE","Emissions from Livestock","226","Equatorial Guinea","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.026","E","Estimated value",""
"GLE","Emissions from Livestock","226","Equatorial Guinea","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.2133","E","Estimated value",""
"GLE","Emissions from Livestock","232","Eritrea","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","33.84","E","Estimated value",""
"GLE","Emissions from Livestock","232","Eritrea","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","12.5189","E","Estimated value",""
"GLE","Emissions from Livestock","233","Estonia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","11.6334","E","Estimated value",""
"GLE","Emissions from Livestock","233","Estonia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.4013","E","Estimated value",""
"GLE","Emissions from Livestock","748","Eswatini","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","6.3491","E","Estimated value",""
"GLE","Emissions from Livestock","748","Eswatini","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.1898","E","Estimated value",""
"GLE","Emissions from Livestock","231","Ethiopia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","355.1509","E","Estimated value",""
"GLE","Emissions from Livestock","231","Ethiopia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","221.0116","E","Estimated value",""
"GLE","Emissions from Livestock","234","Faroe Islands","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.0728","E","Estimated value",""
"GLE","Emissions from Livestock","234","Faroe Islands","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.6127","E","Estimated value",""
"GLE","Emissions from Livestock","242","Fiji","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","3.9144","E","Estimated value",""
"GLE","Emissions from Livestock","242","Fiji","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.1583","E","Estimated value",""
"GLE","Emissions from Livestock","246","Finland","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","35.2756","E","Estimated value",""
"GLE","Emissions from Livestock","246","Finland","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","1.1482","E","Estimated value",""
"GLE","Emissions from Livestock","250","France","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","473.7316","E","Estimated value",""
"GLE","Emissions from Livestock","250","France","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","57.3194","E","Estimated value",""
"GLE","Emissions from Livestock","254","French Guiana","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GLE","Emissions from Livestock","258","French Polynesia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.0558","E","Estimated value",""
"GLE","Emissions from Livestock","258","French Polynesia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0023","E","Estimated value",""
"GLE","Emissions from Livestock","266","Gabon","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.4742","E","Estimated value",""
"GLE","Emissions from Livestock","266","Gabon","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","1.1647","E","Estimated value",""
"GLE","Emissions from Livestock","270","Gambia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","2.5322","E","Estimated value",""
"GLE","Emissions from Livestock","270","Gambia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.338","E","Estimated value",""
"GLE","Emissions from Livestock","268","Georgia","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","21.2064","E","Estimated value",""
"GLE","Emissions from Livestock","268","Georgia","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","4.2937","E","Estimated value",""
"GLE","Emissions from Livestock","276","Germany","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","541.1546","E","Estimated value",""
"GLE","Emissions from Livestock","276","Germany","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","12.1515","E","Estimated value",""
"GLE","Emissions from Livestock","288","Ghana","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","15.8934","E","Estimated value",""
"GLE","Emissions from Livestock","288","Ghana","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","28.4237","E","Estimated value",""
"GLE","Emissions from Livestock","300","Greece","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","11.9464","E","Estimated value",""
"GLE","Emissions from Livestock","300","Greece","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","59.8361","E","Estimated value",""
"GLE","Emissions from Livestock","308","Grenada","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0.0505","E","Estimated value",""
"GLE","Emissions from Livestock","308","Grenada","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.0717","E","Estimated value",""
"GLE","Emissions from Livestock","312","Guadeloupe","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GLE","Emissions from Livestock","320","Guatemala","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","51.2098","E","Estimated value",""
"GLE","Emissions from Livestock","320","Guatemala","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","3.1269","E","Estimated value",""
"GLE","Emissions from Livestock","324","Guinea","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","34.3697","E","Estimated value",""
"GLE","Emissions from Livestock","324","Guinea","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","15.9275","E","Estimated value",""
"GLE","Emissions from Livestock","624","Guinea-Bissau","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","5.083","E","Estimated value",""
"GLE","Emissions from Livestock","624","Guinea-Bissau","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","2.5064","E","Estimated value",""
"GLE","Emissions from Livestock","328","Guyana","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","2.886","E","Estimated value",""
"GLE","Emissions from Livestock","328","Guyana","72441","Livestock total (Emissions CH4)","02122","Sheep","2020","2020","3050","FAO TIER 1","kt","0.6857","E","Estimated value",""
"GLE","Emissions from Livestock","332","Haiti","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","14.2023","E","Estimated value",""
