Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GCE","Emissions from Crops","180","Democratic Republic of the Congo","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","7.6329","E","Estimated value",""
"GCE","Emissions from Crops","180","Democratic Republic of the Congo","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","33.3762","E","Estimated value",""
"GCE","Emissions from Crops","180","Democratic Republic of the Congo","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0086","E","Estimated value",""
"GCE","Emissions from Crops","208","Denmark","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0167","E","Estimated value",""
"GCE","Emissions from Crops","208","Denmark","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","208","Denmark","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.5428","E","Estimated value",""
"GCE","Emissions from Crops","262","Djibouti","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","212","Dominica","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0003","E","Estimated value",""
"GCE","Emissions from Crops","214","Dominican Republic","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.077","E","Estimated value",""
"GCE","Emissions from Crops","214","Dominican Republic","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","50.5363","E","Estimated value",""
"GCE","Emissions from Crops","218","Ecuador","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.9215","E","Estimated value",""
"GCE","Emissions from Crops","218","Ecuador","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","66.1686","E","Estimated value",""
"GCE","Emissions from Crops","218","Ecuador","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0072","E","Estimated value",""
"GCE","Emissions from Crops","818","Egypt","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","2.6363","E","Estimated value",""
"GCE","Emissions from Crops","818","Egypt","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","140.5626","E","Estimated value",""
"GCE","Emissions from Crops","818","Egypt","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","1.5441","E","Estimated value",""
"GCE","Emissions from Crops","222","El Salvador","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.7147","E","Estimated value",""
"GCE","Emissions from Crops","222","El Salvador","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.0946","E","Estimated value",""
"GCE","Emissions from Crops","232","Eritrea","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.054","E","Estimated value",""
"GCE","Emissions from Crops","232","Eritrea","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.027","E","Estimated value",""
"GCE","Emissions from Crops","233","Estonia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","233","Estonia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","233","Estonia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.1815","E","Estimated value",""
"GCE","Emissions from Crops","748","Eswatini","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.1836","E","Estimated value",""
"GCE","Emissions from Crops","748","Eswatini","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.0233","E","Estimated value",""
"GCE","Emissions from Crops","748","Eswatini","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0004","E","Estimated value",""
"GCE","Emissions from Crops","231","Ethiopia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","6.3815","E","Estimated value",""
"GCE","Emissions from Crops","231","Ethiopia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","8.85","E","Estimated value",""
"GCE","Emissions from Crops","231","Ethiopia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","1.9754","E","Estimated value",""
"GCE","Emissions from Crops","242","Fiji","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0014","E","Estimated value",""
"GCE","Emissions from Crops","242","Fiji","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.3318","E","Estimated value",""
"GCE","Emissions from Crops","246","Finland","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","246","Finland","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","246","Finland","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.2147","E","Estimated value",""
"GCE","Emissions from Crops","250","France","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","4.5661","E","Estimated value",""
"GCE","Emissions from Crops","250","France","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","7.4862","E","Estimated value",""
"GCE","Emissions from Crops","250","France","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","4.8734","E","Estimated value",""
"GCE","Emissions from Crops","254","French Guiana","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","254","French Guiana","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","266","Gabon","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0779","E","Estimated value",""
"GCE","Emissions from Crops","266","Gabon","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0.0429","E","Estimated value",""
"GCE","Emissions from Crops","270","Gambia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.0945","E","Estimated value",""
"GCE","Emissions from Crops","270","Gambia","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","16.4765","E","Estimated value",""
"GCE","Emissions from Crops","268","Georgia","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.219","E","Estimated value",""
"GCE","Emissions from Crops","268","Georgia","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","0.0502","E","Estimated value",""
"GCE","Emissions from Crops","276","Germany","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","1.1321","E","Estimated value",""
"GCE","Emissions from Crops","276","Germany","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GCE","Emissions from Crops","276","Germany","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","3.0623","E","Estimated value",""
"GCE","Emissions from Crops","288","Ghana","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","2.97","E","Estimated value",""
"GCE","Emissions from Crops","288","Ghana","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","23.1412","E","Estimated value",""
"GCE","Emissions from Crops","300","Greece","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","0.3153","E","Estimated value",""
"GCE","Emissions from Crops","300","Greece","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","18.243","E","Estimated value",""
